,ID2,BitCoin_Price
0,367,4599.3733904515375
1,368,4641.400836438229
2,369,4683.814005266621
3,370,4726.615507418652
4,371,4769.807962567587
5,372,4813.3939995780165
6,373,4857.376256505857
7,374,4901.757380598352
8,375,4946.540028294067
9,376,4991.726865222902
10,377,5037.320566206071
11,378,5083.32381525612
12,379,5129.739305576922
13,380,5176.569739563674
14,381,5223.817828802898
